Nome: MACAE
Codigo Estacao: A608
Latitude: -22.3761111
Longitude: -41.81194444
Altitude: 28
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2023-03-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2020-09-25;.6;1015.420833;19.741667;29;23.041667;19.5;82.75;59;11.6;3.541667;
2020-09-26;0;1010.941667;20.054167;32;24.604167;20.5;77.416667;49;9.7;3.629167;
2020-09-27;0;1006.858333;18.916667;37.2;27.1125;20.8;66.916667;25;9;2.845833;
2020-09-28;0;1007.970833;21;32;25.108333;21;79.166667;53;12;2.258333;
2020-09-29;0;1012.991667;21.4;29;24.195833;21.1;85.041667;64;8.8;2.045833;
2020-09-30;0;1012.275;21.35;33.2;25.454167;21.2;79.666667;51;11;3.4125;
2020-10-01;0;1009.645833;21.616667;33.5;26.216667;23.1;76.666667;55;12.2;4.283333;
2020-10-02;0;1006.870833;21.091667;38.3;27.6375;22;71.208333;30;10.1;4.05;
2020-10-03;0;1008.4625;21.770833;36;25.7375;21.3;80.458333;42;13.9;3.35;
2020-10-04;0;1015.091667;21.1;25.3;23.125;22.6;88.541667;77;10.6;2.420833;
2020-10-05;14;1014.3;20.591667;23.6;21.85;20.4;92.75;87;11.8;3.558333;
2020-10-06;1.6;1008.391667;21.9375;36;26.633333;21.8;77.666667;41;13.1;3.3375;
2020-10-07;0;1010.720833;21.629167;27.3;24.233333;22.5;85.583333;72;7.7;1.870833;
2020-10-08;1;1009.891667;22.208333;29;24.704167;22.8;86.666667;62;12.3;2.154167;
2020-10-09;.2;1008.654167;21.9375;27.3;23.495833;21.5;91.208333;76;8.9;1.404167;
2020-10-10;2.2;1008.254167;20.15;26.6;23.0625;21.9;84.041667;68;10.6;2.445833;
2020-10-11;0;1015.658333;15.441667;25;20.825;18;72.375;52;11;1.525;
2020-10-12;0;1016.125;16.804167;25.5;21.229167;18.4;76.125;60;11.1;2.904167;
2020-10-13;0;1012.141667;18.858333;30.3;24.316667;19.8;72.833333;51;12.8;4.966667;
2020-10-14;0;1008.954167;20.470833;34;25.658333;21.6;75;44;11.8;3.883333;
2020-10-15;0;1012.154167;20.2625;28.5;24.083333;22;79.75;61;11.4;2.370833;
2020-10-16;0;1015.8375;18.4875;24.7;21.858333;21.2;81.375;64;9.5;1.945833;
2020-10-17;0;1017.083333;16.975;25;21.158333;18.3;77.875;50;4.7;1.066667;
2020-10-18;.6;1015.45;17.6375;26.8;21.516667;17.5;79.5;56;10.5;2.841667;
2020-10-19;0;1014.8875;18.1;25.7;21.6125;18.3;80.916667;65;11.6;2.9625;
2020-10-20;0;1013.8625;19.479167;27.7;23.083333;19.8;80.958333;59;11.4;3.645833;
2020-10-21;0;1014.1125;20.166667;29.2;23.2875;19.6;83.333333;62;7.2;1.9625;
2020-10-22;0;1016.754167;19.0375;27.9;23.395833;20.9;77.375;58;9.2;1.920833;
2020-10-23;0;1016.291667;16.679167;27.1;22.1375;17.8;72.375;50;13.1;3.295833;
2020-10-24;1;1012.516667;19.695833;24.6;21.183333;19.9;91.416667;68;10.2;3.495833;
2020-10-25;87;1008.3875;19.183333;24.7;21.25;19.3;88.375;67;15.7;2.841667;
2020-10-26;6;1007.2625;20.541667;27.6;22.925;20.1;87.208333;62;5.5;1.054167;
2020-10-27;0;1003.833333;20.191667;28.4;23.508333;19.8;82.666667;59;7.3;1.958333;
2020-10-28;0;1001.8375;22.033333;35.8;26.829167;22.7;77.125;39;10.9;2.983333;
2020-10-29;0;1006.1375;23.058333;32.2;25.7375;22.3;85.916667;63;6.1;1.308333;
2020-10-30;0;1009.566667;22.475;29.6;24.441667;22.9;89.375;66;9.1;1.6375;
2020-10-31;143.4;1012.054167;19.216667;24.1;20.283333;18.5;93.791667;78;11.4;2.791667;
2020-11-01;5.6;1010.8625;17.445833;25.4;20.283333;18.5;84.416667;58;10.8;2.504167;
2020-11-02;.4;1012.2375;14.966667;25.3;20.15;16.4;73.083333;50;9.8;2.166667;
2020-11-03;0;1012.675;15.625;25.7;20.904167;16.8;72.916667;54;9.9;2.658333;
2020-11-04;12.2;1011.9875;18.295833;26.6;20.591667;18.1;87.333333;60;9;2.270833;
2020-11-05;11.4;1011.408333;18.591667;26.7;21;16.9;86.791667;64;6.6;1.3375;
2020-11-06;.8;1012.7125;18.320833;24.5;20.325;18.2;88.625;70;7.7;1.5875;
2020-11-07;.4;1015.7375;18.65;26.6;21.870833;18.5;82.708333;62;5.1;1.0125;
2020-11-08;.4;1014.016667;21.504167;28.7;23.55;20.4;88.625;71;8.7;1.641667;
2020-11-09;0;1012.2125;22.854167;29.6;25.225;22.7;87.208333;68;6.5;1.045833;
2020-11-10;0;1011.204167;22.1875;28.2;24.8625;23.7;85.125;72;9.5;2.329167;
2020-11-11;0;1009.4625;22.0375;30.6;24.5;22.2;86.916667;63;8.3;1.433333;
2020-11-12;18.6;1008.004167;21.875;30.9;25.033333;21.7;83.875;59;7.2;1.666667;
2020-11-13;2;1007.6375;22.916667;30.4;24.9125;22.7;89.166667;68;5.5;1.075;
2020-11-14;1.2;1008.208333;22.9;29.8;24.654167;23;90.416667;70;5.9;.975;
2020-11-15;3;1008.358333;22.141667;29.6;24.845833;20.7;85.583333;62;6.1;1.679167;
2020-11-16;0;1005.654167;22.816667;29.6;25.179167;22.5;87.25;70;7.8;2.0625;
2020-11-17;1.8;1003.254167;22.129167;33;26.108333;21.8;79.916667;49;11.3;1.745833;
2020-11-18;15.4;1007.679167;21.541667;26.4;23.2625;21.7;90.208333;79;7.7;1.320833;
2020-11-19;9.2;1005.091667;22.108333;27.5;23.679167;21.3;91.125;79;8;2.054167;
2020-11-20;17;1009.083333;19.95;25;21.425;19.9;91.5;73;10.4;1.95;
2020-11-21;1.4;1012.195833;18.441667;27.1;21.695833;18.2;82.708333;60;6.8;1.254167;
2020-11-22;0;1014.608333;18.495833;25.8;22.3125;19.7;79.75;66;7.9;2.045833;
2020-11-23;5.6;1016.416667;20.245833;27.6;22.675;19.3;86.75;69;7.3;1.316667;
2020-11-24;69.4;1017.754167;20.629167;26.6;22.758333;20.3;88.125;74;9;2.391667;
2020-11-25;.8;1016.408333;20.891667;26.9;22.466667;20.3;90.875;74;10.8;2.720833;
2020-11-26;11.6;1013.629167;20.566667;30.9;25.208333;21.6;77.416667;51;12.7;4.25;
2020-11-27;0;1013.479167;20.729167;30.1;24.666667;21.6;79.75;58;13.1;4.304167;
2020-11-28;0;1016.383333;21.133333;28.1;24.154167;21.7;83.833333;60;15.2;3.858333;
2020-11-29;0;1014.795833;20.6875;30.6;24.770833;21.8;79.291667;51;12.7;4.225;
2020-11-30;0;1010.245833;20.6375;33.4;26.008333;22.1;73.791667;47;10.4;4.4625;
2020-12-01;0;1009.175;21.779167;31;25.045833;21.5;83.083333;57;9.4;1.320833;
2020-12-02;1.8;1009.55;22.829167;29.9;25.125;23;87.583333;66;6;1.170833;
2020-12-03;0;1006.745833;21.95;33.1;27.004167;21.6;76.125;50;10;3.075;
2020-12-04;0;1008.329167;23.054167;33.5;27.35;23.4;78.5;55;9.1;1.216667;
2020-12-05;0;1011.916667;22.983333;30.8;25.854167;23.2;84.833333;66;8.5;1.533333;
2020-12-06;0;1011.333333;22.420833;29.6;24.770833;22.4;87.166667;70;7.3;1.691667;
2020-12-07;.4;1009.516667;22.1625;30.6;25.8625;23.5;80.708333;60;10.6;2.741667;
2020-12-08;6.6;1008.029167;22.7875;28.7;24.195833;23.1;92.041667;75;6.7;1.395833;
2020-12-09;32.4;1009.570833;22.579167;26.3;23.6375;22.2;93.75;86;5.3;.754167;
2020-12-10;16.4;1010.395833;21.8125;27.5;23.195833;21.3;92.166667;76;6;.975;
2020-12-11;4.4;1011.2375;20.883333;27.5;23.233333;19.7;87.125;70;9.4;2.233333;
2020-12-12;.2;1010.620833;22.520833;32.6;25.725;22.3;83.25;57;7.1;2.3375;
2020-12-13;1.4;1010.683333;22.570833;32;26.241667;23;80.958333;63;7.9;2.1625;
2020-12-14;.2;1008.020833;20.816667;33.2;26.520833;21.6;72.25;52;9;4.229167;
2020-12-15;0;1007.3375;21.3875;32;26.2;21.6;76.25;57;11;3.183333;
2020-12-16;0;1009.329167;21.8;31.4;26.295833;22.1;77.041667;59;8.4;1.9375;
2020-12-17;0;1009.85;21.708333;31.7;25.808333;22.5;78.541667;62;9.9;2.958333;
2020-12-18;0;1007.133333;21.525;34;25.845833;22.8;78.708333;48;10.7;2.608333;
2020-12-19;0;1005.766667;22.654167;31.3;26.166667;22.5;82.208333;58;5.9;1.175;
2020-12-20;0;1005.833333;22.841667;33.7;27;22.9;79.25;53;9.6;2.879167;
2020-12-21;0;1006.825;22.8125;33.9;27.641667;23.7;76.416667;54;10.4;3.2125;
2020-12-22;0;1008.366667;23.0625;32;25.220833;23;88.416667;66;6.3;1.220833;
2020-12-23;8.8;1010.670833;21.508333;23.9;22.308333;22.2;95.375;91;8.2;1.329167;
2020-12-24;12.2;1010.779167;20.245833;22.9;21.108333;19.6;94.833333;89;8.2;1.191667;
2020-12-25;12;1009.904167;20.9;27.7;22.204167;19.1;92.75;74;4.7;.916667;
2020-12-26;23.8;1009.179167;21.316667;27.8;23.441667;20;88.541667;70;9.4;2.066667;
2020-12-27;0;1011.075;22.333333;30.3;25.383333;22.6;83.958333;64;7.4;1.595833;
2020-12-28;0;1011.883333;20.779167;32.3;25.670833;22.5;75.458333;51;10.8;3.583333;
2020-12-29;0;1009.7375;20.75;32.1;25.65;22.4;75.833333;50;11;3.9125;
2020-12-30;0;1008.2125;20.725;33.6;26.204167;22.1;73.166667;50;10.4;3.879167;
2020-12-31;0;1007.6875;20.4375;35.5;27.4;22.1;67.791667;40;11.3;4.145833;
2021-01-01;0;1009.55;21.341667;31.5;25.225;21.7;80.208333;56;8.2;1.133333;
2021-01-02;.4;1009.825;21.791667;29.9;24.191667;22.1;87.25;62;6.3;1.245833;
2021-01-03;14;1009.104167;21.275;27.9;22.604167;20.8;92.5;72;6.5;1.095833;
2021-01-04;15;1009.116667;21.5625;29.8;24.379167;21.1;85.166667;57;7.2;2.004167;
2021-01-05;.2;1009.320833;22.495833;31.2;25.566667;22.1;83.75;65;8.5;1.454167;
2021-01-06;0;1007.820833;22.675;33.7;26.733333;22.7;79.416667;58;7.1;2.3625;
2021-01-07;0;1006.7375;22.454167;33;26.5375;21.8;79.125;57;6.7;1.95;
2021-01-08;0;1006.791667;23.233333;32.2;26.625;23.1;82.458333;61;7.2;1.516667;
2021-01-09;0;1007.779167;23.416667;31.9;26.429167;23.3;84.375;63;6.5;1;
2021-01-10;0;1008.695833;22.4125;30.9;26.070833;24.1;80.875;60;13;3.4875;
2021-01-11;0;1009.391667;21.8375;31.3;25.779167;23.2;79.708333;57;12.8;3.5125;
2021-01-12;0;1009.254167;20.904167;33.4;26.208333;22.9;74.166667;49;13.1;4.0375;
2021-01-13;0;1010.066667;20.866667;31.5;25.5875;22.6;76.416667;50;14.6;3.841667;
2021-01-14;0;1011;20.95;30.2;25.008333;22.3;79.291667;57;14;3.4875;
2021-01-15;0;1011.133333;21.241667;29.6;24.729167;21.8;81.75;62;14.6;3.470833;
2021-01-16;0;1010.1125;20.7625;32.2;25.545833;22.3;76.583333;43;13.6;4.045833;
2021-01-17;0;1009.241667;18.841667;34.6;26.304167;21.5;67.083333;27;13.1;4.6125;
2021-01-18;0;1008.691667;19.283333;35.8;26.791667;22.1;66.791667;28;10.9;4.570833;
2021-01-19;0;1009.766667;20.291667;34.9;26.6125;22.1;70.625;39;11.8;3.6125;
2021-01-20;0;1011.341667;19.975;32;25.4;21.9;73.958333;44;14;3.695833;
2021-01-21;0;1012.691667;20.866667;30.1;25.0625;22.1;78.75;56;15.7;3.925;
2021-01-22;0;1015.320833;21.554167;30.4;25.345833;22.6;80.583333;59;12.8;3.179167;
2021-01-23;0;1015.3125;21.104167;30.3;25.375;22;78.583333;56;12.3;3.058333;
2021-01-24;0;1012.683333;20.520833;30.9;25.1375;21.1;77.083333;52;14.5;3.125;
2021-01-25;0;1010.679167;19.941667;34.2;25.875;21.3;71.916667;37;12.6;4.033333;
2021-01-26;0;1010.633333;20.170833;34.4;26.425;22.2;70.666667;38;13.3;4.195833;
2021-01-27;0;1009.95;19.35;35.7;27.033333;22.1;65.458333;33;13.8;4.433333;
2021-01-28;0;1007.925;18.8125;38.7;28.5;22.4;60.083333;26;11.3;4.275;
2021-01-29;0;1008.1625;20.320833;35.7;27.445833;22.6;67.458333;35;12.2;4.208333;
2021-01-30;0;1009.866667;19.525;36.4;27.3;23;64.791667;34;12.5;4.7375;
2021-01-31;0;1009.408333;19.5625;35.5;26.895833;22;66.458333;34;11.3;4.358333;
2021-02-01;0;1009.041667;20.508333;34.2;26.658333;22.7;70.958333;44;11;3.75;
2021-02-02;0;1009.404167;20.358333;34.2;26.275;22.4;71.958333;44;13.2;4.058333;
2021-02-03;0;1010.679167;20.825;31.8;25.866667;22.5;75.541667;50;14.7;3.791667;
2021-02-04;0;1007.233333;20.858333;35.3;27.029167;22.8;71;41;12.2;4.245833;
2021-02-05;.4;1003.325;21.554167;31.8;25.991667;23.1;77.333333;51;12;2.9;
2021-02-06;19.8;1006.604167;21.033333;25;21.95;21.8;94.625;85;6.8;1.3125;
2021-02-07;37.4;1009.829167;20.229167;26.5;21.516667;19.7;92.375;72;4.6;.866667;
2021-02-08;6.8;1009.9375;20.4875;26.5;21.766667;19.8;92.666667;73;5.3;.870833;
2021-02-09;2.4;1011.0375;20.516667;28.6;22.241667;20.1;90.458333;63;6.5;1.120833;
2021-02-10;14.8;1011.620833;20.533333;28.8;23.175;19.5;85.791667;65;7.3;1.6625;
2021-02-11;0;1010.958333;22.016667;30.8;24.854167;22;85.25;61;11.6;2.020833;
2021-02-12;.8;1010.970833;21.516667;31.4;25.283333;22.5;80.833333;53;9.7;2.779167;
2021-02-13;0;1009.2875;21.941667;32.3;26.404167;23.2;77.666667;55;9;2.75;
2021-02-14;0;1006.416667;21.2625;34.2;26.333333;22.5;75.75;41;9.8;2.229167;
2021-02-15;0;1004.975;22.216667;32.2;24.591667;22.5;87.25;54;8.7;1.6875;
2021-02-16;12.2;1003.845833;21.725;30.9;24.754167;20.3;84.583333;62;6.4;1.129167;
2021-02-17;2;1003.545833;21.558333;32.1;25.7625;20.9;79.125;47;7.3;2.020833;
2021-02-18;1.4;1003.920833;22.029167;33.5;25.233333;21.5;83.875;47;9.6;1.675;
2021-02-19;7.8;1006.129167;22.595833;29.1;24.695833;21.6;88.5;70;4.3;.883333;
2021-02-20;0;1010.0375;23.108333;31.2;25.5875;22.3;86.791667;67;6.4;1.195833;
2021-02-21;1.2;1010.591667;22.920833;31.4;25.370833;22;87;60;4.6;.9125;
2021-02-22;.2;1011.041667;22.55;30.5;23.966667;22.4;91.875;71;7.9;1.0875;
2021-02-23;8.2;1010.595833;22.0125;29.8;24.75;21.2;85.625;62;8.6;1.858333;
2021-02-24;.2;1009.129167;22.433333;33.5;26.120833;22;82.041667;49;5.5;1.583333;
2021-02-25;0;1009.095833;22.4;31.5;25.166667;20.8;85.625;60;6.8;1.141667;
2021-02-26;.2;1008.779167;22.4625;30.4;24.995833;21.9;86.5;66;7.5;1.420833;
2021-02-27;3.6;1011.1625;21.504167;31.6;25.916667;21.8;77.875;52;11.2;3.1375;
2021-02-28;1.6;1012.058333;21.9125;28.2;24.708333;22.6;85.125;65;11.2;2.591667;
2021-03-01;.4;1011.229167;21.554167;27.9;23.745833;21.3;87.75;72;8.9;2.108333;
2021-03-02;7.8;1011.691667;21.266667;30.2;25.045833;21.5;80.625;51;13.1;3.433333;
2021-03-03;0;1012.466667;21.095833;33.1;25.941667;22.5;76.166667;45;10.5;3.4875;
2021-03-04;0;1009.8875;21.445833;34.2;26.704167;22.5;74.541667;43;9.6;3.2375;
2021-03-05;0;1004.779167;20.458333;36.7;28.058333;22.1;68.125;32;9.1;2.483333;
2021-03-06;3.4;1005.104167;21.925;34.6;25.908333;22.7;80.666667;44;11.9;1.516667;
2021-03-07;16.4;1008.7;22.379167;27.1;23.616667;21.9;92.916667;78;4.2;.7375;
2021-03-08;3.4;1009.25;22.233333;26.7;23.329167;21.2;93.708333;78;3.8;.7375;
2021-03-09;19.2;1008.191667;21.320833;29;22.995833;20.5;90.708333;65;6.1;1.216667;
2021-03-10;11.8;1006.4625;21.729167;29.9;24.104167;20.7;87.125;69;7.8;1.3375;
2021-03-11;6.4;1008.466667;22.108333;28.8;24.345833;21.1;87.75;71;9.5;1.904167;
2021-03-12;0;1009.4375;23.075;31.8;25.266667;22;88.333333;65;6.5;1.225;
2021-03-13;0;1011.175;22.608333;31.1;25.279167;21.7;86.041667;63;6.3;1.141667;
2021-03-14;0;1011.554167;21.366667;33;25.691667;21.5;78.541667;50;11;2.366667;
2021-03-15;0;1010.370833;21.204167;34.3;26.316667;21.8;75.625;41;9.4;2.65;
2021-03-16;0;1009.95;21.608333;32.1;24.975;22.5;82.583333;57;8.9;2.308333;
2021-03-17;.2;1008.8125;21.175;32.9;25.783333;21.6;77.666667;49;10.5;2.9625;
2021-03-18;0;1008.129167;21.216667;33.7;26.429167;22.5;74.958333;44;10.7;3.591667;
2021-03-19;0;1010.679167;21.525;32.8;25.975;21.6;78.125;50;9.2;2.145833;
2021-03-20;0;1014.733333;22.070833;30.2;25.1875;21.9;83.625;62;11.8;2.9125;
2021-03-21;0;1015.0875;21.833333;30.1;25.25;22.4;82.041667;60;10.5;3.05;
2021-03-22;0;1011.754167;21.391667;34.8;26.779167;22.7;74.875;41;8.3;2.7;
2021-03-23;0;1012.133333;21.879167;32.4;25.504167;21;81.708333;54;6.8;1.208333;
2021-03-24;0;1012.2;22.1;32.3;25.5625;21.4;82.75;55;7;1.041667;
2021-03-25;0;1012.6875;21.8125;32.7;25.8875;20.9;80.583333;48;5.3;1.008333;
2021-03-26;0;1011.666667;21.804167;32.3;25.870833;21.9;79.833333;55;11.3;2.441667;
2021-03-27;0;1009.654167;21.404167;33.1;26.395833;21.8;75.416667;53;11.6;2.7875;
2021-03-28;0;1009.316667;22.383333;32.3;26.1625;21.3;80.666667;61;6.3;1.4125;
2021-03-29;0;1007.804167;22.033333;35.1;26.6625;22.2;77.625;46;6.2;2.0125;
2021-03-30;4.8;1006.445833;21.258333;35.6;24.925;21.6;82.458333;41;12.1;2.029167;
2021-03-31;9.8;1005.270833;21.1375;30.3;23.391667;19.4;88.041667;58;7.5;1.5;
2021-04-01;9.4;1006.679167;18.170833;30.7;23.925;18.8;73.458333;37;11;2.033333;
2021-04-02;.2;1011.170833;19.204167;31.6;24.4375;19.5;73.916667;46;8.8;1.8;
2021-04-03;0;1013.320833;19.6;31;23.870833;18;78.541667;50;6.9;1.225;
2021-04-04;0;1013.6375;20.5;30.1;23.008333;19.4;86.625;59;8.2;1.379167;
2021-04-05;12.4;1014.633333;19.891667;28.7;22.7875;19.1;84.75;57;6.9;1.008333;
2021-04-06;0;1013.7625;19.358333;29.5;23.070833;17.7;81.166667;54;7.7;1.354167;
2021-04-07;55.4;1015.404167;20.075;27.4;22.6875;19.5;85.916667;60;7.4;1.325;
2021-04-08;.2;1018.25;19.7375;29;22.75;18.5;84.291667;52;7.2;1.241667;
2021-04-09;0;1018.345833;18.55;29.2;23.6125;19.3;76.166667;35;7.8;1.954167;
2021-04-10;.6;1014.608333;18.116667;29.7;23.358333;18.6;74.791667;40;9.8;2.379167;
2021-04-11;.2;1011.775;18.445833;31;23.604167;17.8;75.25;43;9.5;1.854167;
2021-04-12;0;1009.833333;18.758333;34.6;25.429167;18.8;69.833333;30;5.4;1.3875;
2021-04-13;.4;1013.295833;20.75;27.2;23.433333;22;85.291667;66;9.3;1.825;
2021-04-14;1.6;1015.020833;18.0875;27.6;22.558333;18.2;76.833333;56;8.5;1.7875;
2021-04-15;0;1015.4875;17.841667;28.8;22.295833;18;77.416667;49;5.5;1.029167;
2021-04-16;0;1013.995833;18.05;28.3;22.625;18.5;77.208333;50;8.9;1.879167;
2021-04-17;0;1012.0875;20.375;27.7;23.429167;19.9;83.25;70;10.8;3.033333;
2021-04-18;0;1009.216667;20.816667;31.9;24.333333;21.5;82.416667;51;6.5;1.85;
2021-04-19;8.6;1008.870833;20.8;26.4;22.291667;19.9;91.541667;75;7.9;1.204167;
2021-04-20;.8;1008.675;17.6875;29.7;23.7125;18.8;70.541667;47;12.7;2.683333;
2021-04-21;0;1009.266667;18.75;28.6;23.620833;20.7;74.666667;57;11.2;2.7125;
2021-04-22;0;1010.754167;18.958333;29.1;22.7125;20;80.416667;53;9.3;2.35;
2021-04-23;1.6;1011.075;17.125;29.8;22.9875;18;71;44;10.3;2.158333;
2021-04-24;0;1010.641667;18.475;29.9;22.5875;17.1;79.416667;49;7.1;1.141667;
2021-04-25;0;1009.329167;20.979167;29.5;24.2;20.3;83.541667;56;6.4;1.1125;
2021-04-26;0;1009.645833;21.108333;29.2;23.520833;19.9;87.041667;66;5.4;.904167;
2021-04-27;0;1010.5125;21.058333;28;22.970833;21;89.375;70;9;1.141667;
2021-04-28;4.6;1013.041667;19.470833;27.5;21.954167;19.1;86.708333;59;6.2;1.108333;
2021-04-29;13.6;1016.145833;18.845833;24.6;20.3625;18.6;91.291667;71;9.1;1.425;
2021-04-30;.4;1019.3125;17.729167;26.5;20.341667;16.7;85.625;57;7.9;1.2;
2021-05-01;.4;1019.245833;18.316667;23;19.35;16.5;93.708333;85;4.6;1;
2021-05-02;2.4;1017.5875;18.541667;26.7;20.95;17.3;87.125;59;4.7;.858333;
2021-05-03;0;1015.904167;18.9625;28.7;22.041667;17.5;84.291667;54;4.7;.991667;
2021-05-04;0;1015;19.3875;28.8;22.416667;17.7;84.041667;61;9.4;2.020833;
2021-05-05;0;1013.120833;19.470833;30.9;23.854167;17.3;78.5;48;6.2;1.795833;
2021-05-06;0;1011.470833;20.616667;29.5;23.683333;18;84.083333;62;5.1;1.166667;
2021-05-07;0;1012.520833;20.208333;29.6;23.108333;19.1;84.791667;60;10.9;1.679167;
2021-05-08;15.8;1020.275;18.55;24.4;20.2375;18.2;90.333333;72;8.1;1.366667;
2021-05-09;4.4;1020.891667;17.666667;21.4;18.666667;16.4;94.083333;86;5.8;1.1;
2021-05-10;14.4;1019.3375;16.520833;25.2;19.925;16.5;82.333333;55;5.5;1.108333;
2021-05-11;0;1013.733333;15.691667;28.8;21.3;15.3;73.083333;41;8.5;2.016667;
2021-05-12;0;1011.770833;18.5125;27.9;21.216667;15.6;85.625;61;4.5;.9375;
2021-05-13;6.6;1015.879167;17.954167;24.7;19.608333;17.1;90.375;69;11.4;1.858333;
2021-05-14;1.2;1017.4875;17.533333;25.9;20.266667;18;85.041667;60;6.5;1.116667;
2021-05-15;.2;1016.379167;16.566667;26.5;20.445833;15.6;80.208333;50;5.7;1.279167;
2021-05-16;0;1015.65;17.304167;27.4;21.045833;17.3;80.375;56;9.1;2.041667;
2021-05-17;0;1013.479167;16.995833;29.6;22.095833;16.7;75;46;9.6;2.475;
2021-05-18;0;1012.266667;18.0125;29.2;21.954167;17.9;79.75;50;8.8;1.358333;
2021-05-19;0;1013.266667;17.470833;27.5;21.370833;18.5;79.25;55;5.4;.908333;
2021-05-20;0;1012.341667;18.495833;27.1;20.9625;16;86.666667;65;5.7;.879167;
2021-05-21;0;1011.075;19.9875;29.4;22.775;18.5;85.416667;51;8.1;1.725;
2021-05-22;0;1009.2625;18.7625;33.7;24.6;19.8;74.541667;32;9.9;1.345833;
2021-05-23;0;1007.45;18.608333;32.6;25.091667;19.5;69.791667;40;7.7;1.65;
2021-05-24;0;1010.0375;17.916667;27.9;23.016667;21;73.458333;59;9;1.825;
2021-05-25;0;1016.5625;14.808333;25.5;21.35;17.8;67;50;7.2;1.529167;
2021-05-26;0;1015.358333;17.341667;27;21.495833;17.7;77.833333;57;9.4;2.2;
2021-05-27;.8;1013.091667;20.6875;27;22.441667;20.7;90.083333;73;5.3;.770833;
2021-05-28;.2;1010.833333;20.041667;32.1;24.804167;19.8;77.958333;44;10.6;2.954167;
2021-05-29;0;1007.954167;19.770833;36;27.3125;22.3;67.625;33;11.9;3.2125;
2021-05-30;0;1012.504167;21.016667;29.8;23.8875;20.7;84.75;60;9.6;1.3125;
2021-05-31;14.8;1014.566667;20.5875;25.1;21.458333;20;94.958333;82;6;1.075;
2021-06-01;11.8;1013.266667;19.683333;27.4;21.633333;19.5;89.125;63;6.7;1.2;
2021-06-02;0;1013.316667;18.125;29.9;22.395833;16.3;79.458333;47;8.1;1.6;
2021-06-03;0;1014.558333;18.691667;31.1;22.775;17;80;44;3.7;.979167;
2021-06-04;.2;1018.7375;19.116667;28.8;21.933333;17.2;85.083333;60;6.1;1.054167;
2021-06-05;0;1018.308333;19.720833;28.2;22.658333;18.9;84.458333;54;10.5;2.458333;
2021-06-06;.2;1014.208333;18.929167;30.8;24.283333;20.6;74.166667;46;8.5;3.383333;
2021-06-07;0;1013.508333;19.541667;28.2;22.5;17.4;84.333333;63;6;1.1;
2021-06-08;0;1013.633333;20.0375;26.5;21.766667;19.6;90.291667;70;8.2;1.366667;
2021-06-09;48.6;1015.5;19.316667;26;20.983333;18.7;90.666667;67;7.6;1.104167;
2021-06-10;43.4;1015.666667;20.116667;22.6;21.0125;20.1;94.666667;89;7.1;1.520833;
2021-06-11;25;1011.883333;20.316667;26.9;21.716667;20.1;92.041667;77;8.6;2.408333;
2021-06-12;12.4;1014.666667;17.129167;24.3;19.979167;18.3;84.208333;64;10.3;1.716667;
2021-06-13;.2;1017.813636;16.231818;23.2;18.027273;15.6;89.590909;70;7.2;1.477273;
2021-06-14;null;1018.915;14.955;25;null;14.7;77.35;48;5.3;1.15;
2021-06-15;.2;1015.895833;14.658333;25.4;18.658333;13.5;79.875;49;6.7;1.4375;
2021-06-16;0;1013.7875;15.8125;26.5;19.0375;13.4;83.041667;52;6.1;1.1;
2021-06-17;0;1016.395833;16.595833;25.1;19.545833;17.3;83.666667;61;8.3;1.579167;
2021-06-18;3.6;1019.558333;15.920833;25;19.429167;15.8;81.625;52;6.5;1.233333;
2021-06-19;.2;1019.7625;16.675;25.7;19.9125;16.4;82.416667;57;11.8;2.916667;
2021-06-20;0;1012.908333;16.275;28.6;22.566667;18.4;70.125;44;12.2;3.870833;
2021-06-21;0;1015.325;15.729167;25.8;21.391667;19.6;71.125;48;13.6;2.866667;
2021-06-22;0;1016.8875;15.795833;24.1;18.591667;14.9;84.25;59;5.1;1.145833;
2021-06-23;0;1018.883333;16.758333;25.2;20.104167;17.6;81.625;62;8.8;1.716667;
2021-06-24;8.8;1017.833333;16.2875;23.5;19.470833;16.9;82.916667;63;9.4;2.579167;
2021-06-25;.2;1014.55;15.595833;27.7;21.4875;17.1;70.541667;49;10.6;4.045833;
2021-06-26;0;1016.1375;17.379167;26.8;21.445833;17.9;79;54;9.6;3.045833;
2021-06-27;0;1015.375;16.295833;27;21.441667;17.8;74.583333;45;11.2;3.741667;
2021-06-28;0;1015.245833;15.604167;29.7;21.766667;16.4;71.166667;33;7.9;2.895833;
2021-06-29;0;1016.204167;16.45;25.9;19.483333;14.6;83.541667;61;9.1;1.466667;
